node_id,category,root_cause_summary,independently_reproducible,suggested_work_package
tests.test_platform_p23_source_materialization.TestMaterializeBackupCheck::test_fresh_success_skips_no_task,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p23_source_materialization.TestMaterializeBackupCheck::test_read_failure_is_fail_closed_to_source_unknown,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p23_source_materialization.TestMaterializeBackupCheck::test_unavailable_counts_unavailable_and_surfaces_source_unknown,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p23_source_materialization.TestMaterializeBackupCheck::test_unknown_creates_source_unknown_task,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p25eb_durable_approval_resolver_integration.TestFailClosedMatrix::test_action_mismatch_blocks,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p25eb_durable_approval_resolver_integration.TestFailClosedMatrix::test_missing_approval_blocks,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p25eb_durable_approval_resolver_integration.TestFailClosedMatrix::test_no_db_session_blocks,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p25eb_durable_approval_resolver_integration.TestFailClosedMatrix::test_non_approved_state_blocks,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p25eb_durable_approval_resolver_integration.TestFailClosedMatrix::test_read_raise_fail_closed,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p25eb_durable_approval_resolver_integration.TestFailClosedMatrix::test_storage_not_ready_blocks_with_no_memory_fallback,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p25eb_durable_approval_resolver_integration.TestHappyPathDurableResolution::test_dry_run_passes_through_default_durable_resolver,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p25eb_durable_approval_resolver_integration.TestHappyPathDurableResolution::test_execution_request_recorded_after_durable_dry_run,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p25eb_durable_approval_resolver_integration.TestHappyPathDurableResolution::test_governed_backup_check_preflight_passes,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_platform_p25eb_durable_approval_resolver_integration.TestNonExecutionInvariants::test_durable_resolved_dry_run_never_executes,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_r4_middleware_tenant_context_contract.TestMiddlewareTenantIdContract::test_middleware_sets_tenant_id_as_uuid,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_r4_middleware_tenant_context_contract.TestMiddlewareTenantIdContract::test_middleware_tenant_id_is_not_schema_name,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_r4_middleware_tenant_context_contract.TestMiddlewareTenantIdContract::test_sku_import_can_parse_tenant_id_as_uuid,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestAdminBypass::test_admin_bypasses_all_resource_permissions,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestAdminBypass::test_admin_bypasses_any_permission_check,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestAdminBypass::test_admin_with_other_roles_still_bypasses,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestAdminBypass::test_non_admin_role_named_similar_does_not_bypass,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestRBACEdgeCases::test_case_sensitive_permission_check,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestRBACEdgeCases::test_empty_permission_string_fails,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestRBACEdgeCases::test_multiple_roles_with_overlapping_permissions,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestRBACEdgeCases::test_permission_with_special_characters,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestRBACEdgeCases::test_whitespace_in_permission_fails,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestRoleChangesAffectAccess::test_adding_admin_role_grants_all_access,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestRoleChangesAffectAccess::test_adding_permission_grants_access,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestRoleChangesAffectAccess::test_removing_admin_role_revokes_bypass,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestRoleChangesAffectAccess::test_removing_permission_revokes_access,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestTenantIsolationInRBAC::test_different_tenants_have_independent_rbac,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestTenantIsolationInRBAC::test_rbac_uses_tenant_schema_from_token,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestTenantIsolationInRBAC::test_token_tenant_info_preserved_through_rbac,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestUserWithoutPermission::test_user_not_found_gets_401,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestUserWithoutPermission::test_user_with_no_roles_gets_403,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestUserWithoutPermission::test_user_without_required_permission_gets_403,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestUserWithoutPermission::test_user_with_role_but_no_permissions_gets_403,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestUserWithPermission::test_permission_check_is_exact_match,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestUserWithPermission::test_user_with_exact_permission_passes,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_rbac_enforcement.TestUserWithPermission::test_user_with_permission_from_multiple_roles,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_classification_pagination_across_db_pages,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_classification_pagination_page_beyond_first_db_page,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_order_list_classifies_credit_receivable,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_order_list_classifies_unpaid_order,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_order_list_supports_retailer_filter,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_pagination_empty_result,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_pagination_metadata_correct,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_receivable_orders_empty_result_safe,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_receivables_summary_binding_only_tenant_safe,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_receivables_summary_empty_orders_safe,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_retailer_summary_aggregates_totals,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_retailer_summary_empty_when_no_bindings,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_retailer_summary_uses_public_binding_outstanding_balance,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_service_does_not_commit_or_rollback,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_receivables_service::test_service_does_not_mutate_db_state,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_reliability.TestGracefulShutdown::test_graceful_shutdown_closes_connections,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_reliability.TestMiddlewareUnderLoad::test_logging_middleware_under_load,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_reliability.TestMiddlewareUnderLoad::test_metrics_middleware_under_load,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_reliability.TestRateLimiter::test_rate_limiter_anonymous_exceeds_limit,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_reliability.TestRateLimiter::test_rate_limiter_anonymous_within_limit,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_reliability.TestRateLimiter::test_rate_limiter_authenticated_exceeds_limit,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_reliability.TestRateLimiter::test_rate_limiter_authenticated_within_limit,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_reliability.TestRateLimiter::test_rate_limiter_fails_open_on_redis_error,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_reliability.TestRateLimiter::test_rate_limiter_uses_x_forwarded_for,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_reliability.TestRateLimiter::test_rate_limit_response_format,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_request_validation.TestRequestValidation::test_login_rejects_invalid_email,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_request_validation.TestRequestValidation::test_login_rejects_missing_email,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_request_validation.TestRequestValidation::test_login_rejects_short_password,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_route_authorization_policy.TestPlatformAdminBoundary::test_contextual_super_admin_rejected,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_route_authorization_policy.TestPlatformAdminBoundary::test_contextual_tenant_admin_rejected,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_route_authorization_policy.TestPlatformAdminBoundary::test_identity_only_super_admin_allowed,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_route_authorization_policy.TestPlatformAdminBoundary::test_partial_context_tenant_id_none_schema_set_rejected,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_route_authorization_policy.TestPlatformAdminBoundary::test_partial_context_tenant_id_set_schema_none_rejected,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_route_authorization_policy.TestPlatformAdminBoundary::test_platform_routes_use_platform_guard,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_route_authorization_policy.TestPlatformAdminBoundary::test_regular_user_rejected,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_route_authorization_policy.TestPlatformAdminBoundary::test_unauthenticated_rejected,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_route_authorization_policy.TestSmokeAuthGate::test_require_permission_exports_create_rejects_no_auth,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_route_authorization_policy.TestSmokeAuthGate::test_require_permission_system_admin_rejects_no_auth,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3b_fresh_tenant_live_runtime_proof.TestBusinessEmptyStateProof::test_exports_non_200_is_business_not_auth,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestBusinessEmptyStateProof::test_pricing_non_200_is_business_not_auth,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveAdminPermissionsComplete::test_admin_has_at_least_one_role,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveAdminPermissionsComplete::test_admin_role_has_all_required_permissions,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveAdminPermissionsComplete::test_admin_user_exists_and_is_active,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_dashboard_cash_flow,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_dashboard_kpi_summary,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_dashboard_sales_trend,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_exports_status,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_orders_list,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_payments_list,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_pricing_prices,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_retailer_bindings,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_retailers_list,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_skus_list,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke::test_stock_list_endpoint,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveTenantSchemaBootstrapped::test_all_required_tables_present,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3b_fresh_tenant_live_runtime_proof.TestNearRealContextualJwtFlow::test_decoded_token_is_contextual_not_identity,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3b_fresh_tenant_live_runtime_proof.TestNearRealContextualJwtFlow::test_encode_decode_roundtrip,CONFIRMED_MIGRATION_GAP,"G2 CASCADE: relation ""users"" does not exist — reconcile aborts at G1 before reaching G2",NO,WP-MIG-G1-RETAILER
tests.test_s3c_cache::test_cache_decorator_cache_hit,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_cache::test_cache_decorator_cache_miss,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_cache::test_cache_decorator_error_handling,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_cache::test_cache_decorator_with_pydantic,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_cache::test_cache_key_with_custom_builder,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_cache::test_redis_client_lifecycle,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_cache::test_serialize_deserialize_dict,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_cache::test_serialize_deserialize_pydantic,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_integration::test_auth_me_caching,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_integration::test_cache_key_format_auth_me,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_integration::test_cache_key_format_skus_list,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_integration::test_cache_ttl_auth_me,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_integration::test_cache_ttl_skus_list,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_integration::test_skus_list_caching,TEST_FIXTURE_ISOLATION,Cluster A: RuntimeError no current event loop in thread MainThread — pytest asyncio config,YES,WP-ASYNC-FIX
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestBusinessEmptyStateProof::test_exports_non_200_is_business_not_auth,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestBusinessEmptyStateProof::test_pricing_non_200_is_business_not_auth,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshContextualJwtFlow::test_decoded_token_is_contextual_not_identity,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshContextualJwtFlow::test_encode_decode_roundtrip,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_dashboard_cash_flow,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_dashboard_kpi_summary,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_dashboard_sales_trend,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_exports_status,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_inventory_stocks,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_orders_list,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_payments_list,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
tests.test_s3c_self_contained_fresh_tenant_live_proof.TestFreshEndpointSmoke::test_pricing_prices,CONFIGURATION_DRIFT,Bootstrap reconcile: reporting_role does not exist; migration 011_s6_p_reporting_role must run first,YES,WP-RECONCILE-ROLE
