"r2_status","nodeid","file_rerun_status","r3_classification","product_defect","source_evidence","runtime_evidence","notes"
"failed","tests/test_u6i0_owner_credential_setup_contract.py::test_no_runtime_code_files_changed_in_contract_branch","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6i0_owner_credential_setup_contract.py:153","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6i0ownercredentialsetupcontract-py/pytest_output.txt","Test asserts historical branch diff/head shape and is invalid after R2/R3 test-gate artifacts and current Alembic head."
"failed","tests/test_u6i1_owner_credential_setup_schema.py::test_alembic_head_is_owner_credential_setup_tokens","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6i1_owner_credential_setup_schema.py:195","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6i1ownercredentialsetupschema-py/pytest_output.txt","Test asserts historical branch diff/head shape and is invalid after R2/R3 test-gate artifacts and current Alembic head."
"failed","tests/test_u6i1_owner_credential_setup_schema.py::test_branch_changes_only_allowed_schema_foundation_files","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6i1_owner_credential_setup_schema.py:202","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6i1ownercredentialsetupschema-py/pytest_output.txt","Test asserts historical branch diff/head shape and is invalid after R2/R3 test-gate artifacts and current Alembic head."
"failed","tests/test_u6i2_owner_credential_setup_token_issue.py::test_no_public_endpoint_or_query_string_token_support","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6i2_owner_credential_setup_token_issue.py:336","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6i2ownercredentialsetuptokenissue-py/pytest_output.txt","Older phase-gate expectation conflicts with later implemented onboarding/provisioning/auth behavior; not a confirmed product defect."
"failed","tests/test_u6i6_onboarding_e2e_closeout.py::test_full_owner_onboarding_backend_chain_proves_hash_only_tokens_and_admin_rbac","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6i6_onboarding_e2e_closeout.py:288","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6i6onboardinge2ecloseout-py/pytest_output.txt","Older phase-gate expectation conflicts with later implemented onboarding/provisioning/auth behavior; not a confirmed product defect."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestBusinessEmptyStateProof::test_exports_non_200_is_business_not_auth","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:640","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestBusinessEmptyStateProof::test_pricing_non_200_is_business_not_auth","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:623","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveAdminPermissionsComplete::test_admin_has_at_least_one_role","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:302","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveAdminPermissionsComplete::test_admin_role_has_all_required_permissions","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:308","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveAdminPermissionsComplete::test_admin_user_exists_and_is_active","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:295","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_dashboard_cash_flow","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:569","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_dashboard_kpi_summary","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:561","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_dashboard_sales_trend","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:565","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_exports_status","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:605","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_orders_list","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:573","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_payments_list","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:593","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_pricing_prices","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:585","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_retailer_bindings","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:601","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_retailers_list","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:597","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_skus_list","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:577","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveEndpointSmoke::test_stock_list_endpoint","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:581","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestNearRealContextualJwtFlow::test_decoded_token_is_contextual_not_identity","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:347","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"error","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestNearRealContextualJwtFlow::test_encode_decode_roundtrip","error","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:325","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
